,x,y,id,address,category_group_code,category_group_name,category_name,place_name,road_address_name
0,126.91976584375472,37.55008537544703,26235884,서울 마포구 서교동 395-78,CE7,카페,음식점 > 카페,피오니 홍대점,서울 마포구 독막로7길 51
1,126.92268836144711,37.54732125984626,26485620,서울 마포구 상수동 328-2,CE7,카페,음식점 > 카페 > 커피전문점,오츠커피 마포점,서울 마포구 독막로14길 32
2,126.92080390282436,37.55297827989159,53292857,서울 마포구 서교동 369-1,CE7,카페,음식점 > 카페,943킹스크로스,서울 마포구 양화로16길 24
3,126.927602272249,37.5538674238312,27248379,서울 마포구 서교동 338-1,CE7,카페,음식점 > 카페 > 커피전문점,테일러커피 서교점,서울 마포구 와우산로27길 7
4,126.923759261108,37.5535983096117,10368349,서울 마포구 서교동 486,CE7,카페,음식점 > 카페,땡스네이쳐,서울 마포구 홍익로 10
5,126.92041181434162,37.54921184425959,26966842,서울 마포구 서교동 403-13,CE7,카페,음식점 > 카페 > 테마카페,콜린,서울 마포구 어울마당로 45
6,126.927969400298,37.5533955255519,26966117,서울 마포구 창전동 6-131,CE7,카페,음식점 > 카페,버터밀크,서울 마포구 와우산로 130
7,126.91718810093374,37.54789416964925,447132083,서울 마포구 합정동 363-28,CE7,카페,음식점 > 카페,어반플랜트 합정,서울 마포구 독막로4길 3
8,126.928688328087,37.5542717317149,1960387368,서울 마포구 서교동 337-10,CE7,카페,음식점 > 카페,톤앤매너,서울 마포구 와우산로29가길 13
9,126.92297729542535,37.55245713888671,1780755840,서울 마포구 서교동 358-37,CE7,카페,음식점 > 카페 > 테마카페,미어캣프랜즈,서울 마포구 와우산로21길 20
10,126.923100991167,37.5466169482794,27194461,서울 마포구 상수동 330-12,CE7,카페,음식점 > 카페 > 다방,제비다방,서울 마포구 와우산로 24
11,126.91996476006,37.5503233739729,24532689,서울 마포구 서교동 395-199,CE7,카페,음식점 > 카페,허밍벨라,서울 마포구 독막로7길 57
12,126.92244916458264,37.54882577058748,1494667205,서울 마포구 상수동 93-111,CE7,카페,음식점 > 카페,스탠스커피,서울 마포구 와우산로11길 9
